"","year","CAI","LAI","density","DBH","density12","DBH12","QMD","NPP","GPP","Rauto","Rh","rain","SoilWater","Transp","Evap","Runoff","plantC","soilC","plantN","soilN","totN","NSC","SeedC","leafC","rootC","SapwoodC","WoodC","NSN","SeedN","leafN","rootN","SapwoodN","WoodN","McrbC","fastSOM","SlowSOM","McrbN","fastSoilN","slowSoilN","mineralN","N_fxed","N_uptk","N_yrMin","N_P2S","N_loss","totseedC","totseedN","Seedling_C","Seedling_N","MaxAge","MaxVolume","MaxDBH","NPPL","NPPW","n_deadtrees","c_deadtrees","m_turnover","c_turnover_time","WDgrow","WDmort","WDrepr","WDkill"
"1",1,0.0151243936270475,0.0387185104191303,320,2.13113307952881,0,0,3.13037084359852e-32,0.0225114468485117,0.0335842482745647,0.0110727995634079,0.00143245386425406,262665920,799.127624511719,0,355.301483154297,262665568,0.0362386554479599,0.00305007467977703,5.0123929977417,NA,NA,0.0176774170249701,0.000521492096595466,0.0033799649681896,0.00392933189868927,0.00749340886250138,0.00323703861795366,4.78807401657104,0.0260745882987976,0.0693526118993759,0.0982332155108452,0.0214097425341606,0.00924868136644363,9.68983949860558e-05,0.00243757176212966,0.000515604624524713,0.00968983955681324,NA,NA,200,0,4.42250537872314,-425.568817138672,0.107490293681622,NA,3.06379896239978e-38,4.12012257425999e-16,3.06379896239978e-38,4.12006460544267e-16,1.00000047683716,0.00280002993531525,0.0280748121440411,0.00398969976231456,0.00433044554665685,0,0,0,0.747507035732269,0.00433044554665685,4.11971720612901e-19,3.06379896239978e-41,7.84727140021898e-43
"2",2,0.0230114758014679,0.0553488992154598,512.530517578125,1.95237267017365,0,0,3.13037084359852e-32,0.0381246320903301,0.0511429458856583,0.0130183584988117,0.00470989616587758,245922848,799.120239257812,0,319.585876464844,245922416,0.0663003847002983,0.0064030485227704,5.70256471633911,NA,NA,0.036493044346571,0.00119743007235229,0.00349968485534191,0.00561619363725185,0.0104302726686001,0.00906375143676996,5.36410045623779,0.0598715059459209,0.0824904143810272,0.140404790639877,0.0298007763922215,0.0258964616805315,0.000251704594120383,0.00456238305196166,0.00158896134234965,0.0251704584807158,NA,NA,200,0,1.00635814666748,-413.894805908203,0.145836666226387,NA,0.417193651199341,0.0208596717566252,0.417193651199341,0.0208596717566252,1.99997925758362,0.00553602259606123,0.0368779115378857,0.000826908042654395,0.00921998545527458,0.00160663633141667,0.00203274027444422,0.000539839558769017,0.983054876327515,0.00921998545527458,2.23374513552699e-06,0,0
"3",3,0.0358184278011322,0.0971445739269257,819.861755371094,1.86353397369385,0,0,3.13037084359852e-32,0.0546028576791286,0.0777690261602402,0.0231661628931761,0.0086476681753993,250191024,799.1005859375,0,348.087738037109,250190704,0.107018873095512,0.0116397459059954,9.63868427276611,NA,NA,0.0553595572710037,0.0022575855255127,0.00593476137146354,0.00985701568424702,0.0203536637127399,0.0132563002407551,9.04116535186768,0.112879291176796,0.142185881733894,0.246425211429596,0.0581533275544643,0.0378751643002033,0.00045415127533488,0.00799714587628841,0.00318844895809889,0.0454151257872581,NA,NA,200,0,4.49822664260864,-422.13720703125,0.237103000283241,NA,0.723893225193024,0.0361946634948254,0.723893225193024,0.0361946634948254,2.99995803833008,0.0111218923702836,0.048749927431345,0.00342803774401546,0.0149006051942706,0.00546153541654348,0.00414659036323428,0.000929445959627628,0.8896484375,0.0149006051942706,5.98164160692249e-06,0,0
"4",4,0.0572826266288757,0.169995456933975,1402.20422363281,1.75131297111511,0,0,3.13037084359852e-32,0.092379093170166,0.131112486124039,0.0387334525585175,0.0155088556930423,247552352,799.217529296875,0,337.769195556641,247551904,0.174749538302422,0.020779388025403,14.5870809555054,NA,NA,0.0883669480681419,0.0042846598662436,0.00962345115840435,0.0172484833747149,0.0374884232878685,0.0177375841885805,13.5445575714111,0.214233040809631,0.239290475845337,0.431211799383163,0.107109777629375,0.0506788194179535,0.000805947929620743,0.0140153523534536,0.00595808820798993,0.0805947929620743,NA,NA,200,0,6.49759817123413,-425.086639404297,0.412241697311401,NA,1.39695656299591,0.0698478445410728,1.39695656299591,0.0698478370904922,3.99993681907654,0.0205582119524479,0.0623301304876804,0.00529741588979959,0.0230676718056202,0.011613592505455,0.00775756500661373,0.00173103145789355,0.768936932086945,0.0230676718056202,1.37345969051239e-05,0,0
"5",5,0.0845298245549202,0.265793204307556,2455.57788085938,1.5807386636734,0,0,3.13037084359852e-32,0.13588285446167,0.193109393119812,0.0572264939546585,0.0385320447385311,257427152,799.072204589844,0,324.590789794922,257426816,0.244101598858833,0.048778161406517,16.8098220825195,NA,NA,0.120083019137383,0.00686672702431679,0.0145115312188864,0.0269681848585606,0.0533300563693047,0.0223420951515436,15.2086248397827,0.343336373567581,0.367450028657913,0.674204230308533,0.152371570467949,0.0638345628976822,0.00185286218766123,0.0282462034374475,0.0186790954321623,0.185286223888397,NA,NA,200,0,6.76531457901001,-420.024810791016,0.629457175731659,NA,2.6376256942749,0.131881311535835,2.6376256942749,0.131881311535835,5.00000238418579,0.00837130844593048,0.0435110479593277,0.00800787284970284,0.0312379039824009,0.0224479027092457,0.00791624002158642,0.00121449655853212,0.715223908424377,0.0312379039824009,2.81148786598351e-05,0,0
"6",6,0.13308122754097,0.418526649475098,3921.49853515625,1.56901216506958,0,0,3.13037084359852e-32,0.222526073455811,0.311749964952469,0.0892239585518837,0.0555312149226665,265547712,799.023742675781,0,317.422241210938,265547440,0.386972725391388,0.0729018971323967,30.7580680847168,NA,NA,0.195043787360191,0.0150427743792534,0.0201376210898161,0.042463019490242,0.0825572907924652,0.031728234142065,28.0731353759766,0.752138614654541,0.5446897149086,1.06157529354095,0.235877946019173,0.0906521305441856,0.00275199860334396,0.0418955646455288,0.0282543357461691,0.275199860334396,NA,NA,200,0,19.5516986846924,-420.91943359375,0.997365593910217,NA,3.98957920074463,0.199478998780251,3.98957920074463,0.199479013681412,6.00006818771362,0.0118291778489947,0.0499642677605152,0.009749342687428,0.0456340163946152,0.0422067642211914,0.014629784040153,0.00225386000238359,0.695275962352753,0.0456340163946152,5.42070411029272e-05,0,0
"7",7,0.2215196788311,0.688662827014923,7347.16259765625,1.44245493412018,0,0,3.13037084359852e-32,0.35326474905014,0.498515754938126,0.145251274108887,0.0909196883440018,247765824,799.297668457031,0,297.493499755859,247765568,0.604591131210327,0.117628686130047,54.7009315490723,NA,NA,0.304818421602249,0.0255188122391701,0.0295604038983583,0.0698679834604263,0.129408597946167,0.0454169139266014,50.327220916748,1.2759405374527,0.851570129394531,1.74669861793518,0.369738936424255,0.129762649536133,0.00448952615261078,0.068791925907135,0.0443472340703011,0.448952615261078,NA,NA,200,0,34.1909294128418,-419.133941650391,1.59767961502075,NA,10.289755821228,0.514487743377686,10.289755821228,0.514487743377686,7.00013399124146,0.0164865851402283,0.057059321552515,0.0153732541948557,0.0724566951394081,0.0699644014239311,0.0273440405726433,0.00418271869421005,0.626814603805542,0.0724566951394081,9.5182127552107e-05,0.000556169310584664,0
"8",8,0.365495592355728,1.12847781181335,13050.4306640625,1.38195991516113,0,0,3.13037084359852e-32,0.569590151309967,0.804099380970001,0.234509587287903,0.158217638731003,244307872,799.3544921875,0,289.9287109375,244307584,0.938567161560059,0.195025205612183,60.852367401123,NA,NA,0.475085973739624,0.0426357388496399,0.0442682132124901,0.114486165344715,0.198195144534111,0.0638959333300591,53.7663116455078,2.13178634643555,1.34328842163086,2.86215329170227,0.566271901130676,0.182559907436371,0.00754870800301433,0.113870397210121,0.0736061111092567,0.7548708319664,NA,NA,200,0,22.9574432373047,-427.994567871094,2.55683398246765,NA,16.839469909668,0.841973483562469,16.8394680023193,0.841973543167114,8.00019931793213,0.0223476756364107,0.0644412562251091,0.0238485634326935,0.110679656267166,0.123923003673553,0.0475190356373787,0.00744298519566655,0.577305138111115,0.110679656267166,0.000162990269018337,0.000746410456486046,0
"9",9,0.604350566864014,1.86234378814697,22592.31640625,1.35401260852814,0,0,3.13037084359852e-32,0.924497008323669,1.30047678947449,0.375979721546173,0.268477439880371,245569552,799.651550292969,0,243.067642211914,245569248,1.45701265335083,0.332598865032196,183.712326049805,NA,NA,0.739617049694061,0.0708542689681053,0.0680729076266289,0.188934609293938,0.300663501024246,0.0888704285025597,172.178741455078,3.54271340370178,2.15455389022827,4.72336339950562,0.859038352966309,0.253915548324585,0.012982040643692,0.194253191351891,0.125363633036613,1.2982040643692,NA,NA,200,0,149.159378051758,-417.892608642578,4.13831901550293,NA,27.5867557525635,1.37933754920959,27.5867557525635,1.37933754920959,9.00026512145996,0.0295789055526257,0.0720876455307007,0.038179486989975,0.170749753713608,0.216728776693344,0.0794903188943863,0.0122996941208839,0.520471751689911,0.170749753713608,0.000266621296759695,0.000939314602874219,0
"10",10,1.03974556922913,3.21182823181152,38437.375,1.37473952770233,0,0,3.13037084359852e-32,1.63449895381927,2.2704451084137,0.635945916175842,0.436511397361755,251376496,799.581909179688,0,200.173812866211,251376288,2.42737698554993,0.560222864151001,183.327072143555,NA,NA,1.2617963552475,0.123364701867104,0.110245935618877,0.325834542512894,0.48294785618782,0.123187653720379,163.654815673828,6.16823434829712,3.62635827064514,8.14586067199707,1.37985074520111,0.351964801549911,0.0218203701078892,0.332276552915573,0.206125929951668,2.18203711509705,NA,NA,200,0,59.0002937316895,-406.074340820312,7.0269980430603,NA,44.844352722168,2.24221730232239,44.844352722168,2.24221706390381,10.0003309249878,0.0384854935109615,0.0800910890102386,0.0640212967991829,0.284849405288696,0.381887853145599,0.140249013900757,0.0218176189810038,0.43246591091156,0.284849405288696,0.000419828604208305,0.00115794129669666,0
